visita_id,cliente_id,data_visita,canal,dispositivo
7218,741,2023-01-20,Orgânico,Mobile
7219,741,2023-05-13,Orgânico,Desktop
7220,741,2022-01-16,Orgânico,Mobile
7221,741,2023-09-12,Email,Desktop
7222,741,2022-10-27,Redes Sociais,Mobile
7223,741,2023-08-15,Email,Desktop
7224,741,2024-07-02,Anúncio,Desktop
7225,741,2024-07-09,Email,Desktop
7226,741,2023-01-01,Anúncio,Mobile
7227,742,2023-01-31,Redes Sociais,Desktop
7228,742,2024-11-17,Redes Sociais,Mobile
7229,742,2024-04-24,Redes Sociais,Desktop
7230,742,2022-04-25,Redes Sociais,Desktop
7231,742,2023-01-08,Anúncio,Desktop
7232,742,2024-01-27,Anúncio,Mobile
7233,742,2022-12-24,Email,Desktop
7234,742,2022-09-27,Anúncio,Mobile
7235,742,2022-07-28,Anúncio,Desktop
7236,742,2023-04-02,Orgânico,Desktop
7237,742,2024-05-23,Redes Sociais,Desktop
7238,742,2022-05-08,Email,Mobile
7239,742,2024-11-08,Email,Mobile
7240,742,2023-01-03,Anúncio,Mobile
7241,743,2022-02-17,Anúncio,Mobile
7242,743,2024-03-22,Redes Sociais,Mobile
7243,743,2022-04-13,Anúncio,Desktop
7244,743,2024-02-25,Redes Sociais,Mobile
7245,743,2023-02-03,Orgânico,Mobile
7246,743,2023-10-17,Orgânico,Desktop
7247,743,2023-08-29,Anúncio,Mobile
7248,743,2023-05-12,Redes Sociais,Mobile
7249,743,2024-03-28,Email,Mobile
7250,743,2022-08-28,Redes Sociais,Mobile
7251,743,2024-03-07,Redes Sociais,Mobile
7252,743,2022-10-14,Orgânico,Desktop
7253,743,2022-12-03,Orgânico,Desktop
7254,744,2022-08-19,Email,Mobile
7255,744,2024-12-16,Email,Desktop
7256,744,2024-07-03,Email,Mobile
7257,744,2023-04-11,Orgânico,Desktop
7258,744,2024-03-14,Anúncio,Mobile
7259,744,2022-03-19,Redes Sociais,Desktop
7260,744,2024-05-03,Orgânico,Mobile
7261,744,2022-06-25,Orgânico,Mobile
7262,744,2022-09-11,Email,Mobile
7263,744,2022-04-17,Redes Sociais,Desktop
7264,744,2024-07-30,Anúncio,Desktop
7265,745,2024-06-19,Anúncio,Mobile
7266,745,2023-04-01,Redes Sociais,Mobile
7267,745,2024-03-01,Redes Sociais,Desktop
7268,745,2022-09-23,Redes Sociais,Mobile
7269,745,2024-06-13,Anúncio,Mobile
7270,745,2024-11-20,Redes Sociais,Mobile
7271,745,2022-07-24,Anúncio,Desktop
7272,745,2022-10-18,Redes Sociais,Desktop
7273,746,2022-05-06,Redes Sociais,Desktop
7274,746,2024-06-05,Email,Desktop
7275,746,2022-06-04,Orgânico,Desktop
7276,746,2022-02-04,Redes Sociais,Desktop
7277,747,2023-12-24,Anúncio,Desktop
7278,747,2023-02-20,Email,Mobile
7279,747,2023-06-02,Anúncio,Mobile
7280,747,2022-08-15,Email,Mobile
7281,747,2024-04-27,Orgânico,Desktop
7282,747,2022-02-12,Orgânico,Desktop
7283,747,2022-06-06,Anúncio,Desktop
7284,747,2023-04-09,Orgânico,Desktop
7285,747,2024-01-11,Anúncio,Mobile
7286,747,2024-07-17,Email,Desktop
7287,747,2024-05-15,Email,Mobile
7288,747,2024-08-19,Orgânico,Desktop
7289,747,2024-04-07,Anúncio,Desktop
7290,747,2024-05-20,Redes Sociais,Mobile
7291,747,2024-05-18,Anúncio,Desktop
7292,748,2024-03-22,Redes Sociais,Mobile
7293,748,2023-07-24,Redes Sociais,Mobile
7294,748,2024-05-11,Orgânico,Desktop
7295,748,2024-10-08,Email,Mobile
7296,748,2023-08-11,Orgânico,Mobile
7297,748,2023-04-22,Redes Sociais,Mobile
7298,748,2023-08-08,Email,Mobile
7299,748,2023-08-29,Orgânico,Desktop
7300,748,2024-02-17,Orgânico,Desktop
7301,748,2024-12-17,Redes Sociais,Mobile
7302,748,2023-06-05,Orgânico,Mobile
7303,749,2023-01-28,Redes Sociais,Desktop
7304,750,2022-06-02,Orgânico,Mobile
7305,750,2024-09-10,Email,Mobile
7306,750,2024-05-06,Email,Mobile
7307,750,2022-08-16,Anúncio,Mobile
7308,750,2023-03-20,Orgânico,Desktop
7309,750,2024-06-17,Redes Sociais,Mobile
7310,750,2023-12-27,Redes Sociais,Mobile
7311,750,2023-03-06,Email,Desktop
7312,750,2022-07-17,Orgânico,Mobile
7313,751,2024-03-12,Redes Sociais,Desktop
7314,751,2024-09-22,Anúncio,Mobile
7315,751,2024-02-14,Orgânico,Desktop
7316,751,2022-03-01,Orgânico,Mobile
7317,751,2022-10-30,Email,Desktop
7318,751,2022-10-10,Anúncio,Desktop
7319,751,2023-07-13,Orgânico,Mobile
7320,751,2023-11-01,Anúncio,Mobile
7321,751,2024-12-06,Redes Sociais,Mobile
7322,751,2024-11-16,Orgânico,Mobile
7323,751,2022-05-25,Redes Sociais,Mobile
7324,751,2023-06-06,Orgânico,Mobile
7325,751,2023-01-17,Email,Mobile
7326,751,2022-11-23,Redes Sociais,Mobile
7327,751,2023-09-22,Email,Mobile
7328,751,2022-03-25,Anúncio,Mobile
7329,751,2023-02-28,Orgânico,Desktop
7330,752,2024-02-02,Orgânico,Mobile
7331,752,2022-12-13,Email,Mobile
7332,752,2023-09-06,Email,Desktop
7333,752,2022-06-20,Email,Desktop
7334,752,2022-09-19,Anúncio,Desktop
7335,752,2024-06-21,Orgânico,Desktop
7336,752,2022-03-26,Redes Sociais,Mobile
7337,752,2022-02-14,Redes Sociais,Mobile
7338,752,2023-04-10,Email,Mobile
7339,752,2022-11-25,Email,Desktop
7340,752,2024-03-08,Anúncio,Mobile
7341,752,2023-10-19,Redes Sociais,Desktop
7342,752,2023-12-22,Email,Desktop
7343,752,2023-01-20,Email,Mobile
7344,752,2024-03-09,Redes Sociais,Mobile
7345,752,2022-03-13,Email,Desktop
7346,752,2022-05-07,Redes Sociais,Mobile
7347,753,2023-04-27,Email,Desktop
7348,753,2022-10-10,Anúncio,Desktop
7349,753,2024-12-23,Orgânico,Mobile
7350,753,2022-11-20,Redes Sociais,Mobile
7351,753,2022-12-03,Orgânico,Mobile
7352,753,2024-08-03,Email,Mobile
7353,753,2023-04-07,Orgânico,Desktop
7354,753,2024-03-08,Orgânico,Mobile
7355,753,2022-06-11,Redes Sociais,Desktop
7356,753,2022-09-22,Anúncio,Desktop
7357,753,2022-04-30,Email,Mobile
7358,753,2023-11-03,Orgânico,Desktop
7359,753,2022-04-19,Anúncio,Mobile
7360,753,2024-09-14,Redes Sociais,Desktop
7361,753,2022-07-06,Email,Mobile
7362,754,2024-10-28,Email,Desktop
7363,754,2022-02-10,Orgânico,Mobile
7364,754,2022-04-23,Orgânico,Desktop
7365,754,2024-05-03,Anúncio,Mobile
7366,754,2024-05-27,Email,Desktop
7367,754,2024-04-12,Email,Desktop
7368,754,2024-06-04,Orgânico,Desktop
7369,754,2023-01-08,Email,Desktop
7370,754,2022-07-28,Redes Sociais,Desktop
7371,754,2023-10-09,Anúncio,Desktop
7372,754,2023-12-22,Email,Desktop
7373,754,2023-06-27,Email,Mobile
7374,754,2022-07-13,Email,Mobile
7375,754,2024-12-05,Redes Sociais,Mobile
7376,754,2024-08-11,Anúncio,Mobile
7377,754,2024-08-06,Email,Mobile
7378,754,2022-02-18,Redes Sociais,Desktop
7379,754,2023-08-30,Orgânico,Desktop
7380,754,2022-01-10,Anúncio,Desktop
7381,755,2022-08-12,Orgânico,Mobile
7382,755,2022-07-22,Anúncio,Mobile
7383,755,2023-07-25,Orgânico,Desktop
7384,755,2023-02-22,Redes Sociais,Desktop
7385,756,2022-01-09,Email,Mobile
7386,756,2023-01-18,Orgânico,Desktop
7387,756,2023-04-21,Anúncio,Mobile
7388,756,2024-12-12,Email,Desktop
7389,756,2024-09-12,Redes Sociais,Mobile
7390,757,2022-02-23,Redes Sociais,Desktop
7391,757,2022-12-10,Orgânico,Mobile
7392,757,2023-12-04,Redes Sociais,Mobile
7393,757,2023-02-16,Anúncio,Mobile
7394,757,2022-07-18,Orgânico,Mobile
7395,757,2023-01-24,Anúncio,Mobile
7396,757,2024-02-04,Redes Sociais,Desktop
7397,757,2024-12-31,Anúncio,Desktop
7398,757,2022-06-17,Email,Desktop
7399,757,2024-11-25,Email,Mobile
7400,757,2024-06-09,Anúncio,Mobile
7401,757,2022-05-14,Redes Sociais,Desktop
7402,757,2024-04-12,Redes Sociais,Desktop
7403,757,2024-06-13,Email,Mobile
7404,757,2022-10-16,Orgânico,Mobile
7405,757,2024-12-10,Redes Sociais,Desktop
7406,757,2024-06-30,Email,Desktop
7407,758,2022-07-02,Email,Desktop
7408,758,2023-12-06,Orgânico,Mobile
7409,758,2023-04-06,Redes Sociais,Desktop
7410,758,2023-11-16,Orgânico,Mobile
7411,758,2022-11-15,Redes Sociais,Desktop
7412,758,2022-12-22,Redes Sociais,Mobile
7413,758,2022-08-17,Orgânico,Desktop
7414,758,2023-07-15,Email,Desktop
7415,758,2023-09-27,Redes Sociais,Mobile
7416,758,2022-01-25,Redes Sociais,Mobile
7417,758,2023-01-05,Email,Desktop
7418,758,2024-10-08,Redes Sociais,Desktop
7419,758,2022-04-19,Email,Desktop
7420,758,2023-12-21,Redes Sociais,Desktop
7421,758,2023-03-08,Orgânico,Desktop
7422,758,2023-09-28,Orgânico,Desktop
7423,758,2023-01-02,Anúncio,Desktop
7424,758,2024-07-13,Anúncio,Mobile
7425,758,2022-12-22,Redes Sociais,Desktop
7426,759,2022-03-06,Anúncio,Desktop
7427,759,2022-05-05,Email,Mobile
7428,759,2024-02-14,Anúncio,Mobile
7429,759,2023-11-25,Redes Sociais,Mobile
7430,759,2024-09-16,Redes Sociais,Desktop
7431,759,2024-06-30,Anúncio,Desktop
7432,759,2024-11-06,Orgânico,Desktop
7433,759,2024-06-08,Redes Sociais,Mobile
7434,759,2022-08-27,Email,Mobile
7435,759,2022-11-13,Email,Desktop
7436,759,2022-11-27,Orgânico,Mobile
7437,759,2022-09-05,Redes Sociais,Mobile
7438,760,2022-02-01,Email,Desktop
7439,760,2023-06-14,Orgânico,Mobile
7440,760,2022-05-08,Email,Mobile
7441,760,2024-08-15,Redes Sociais,Mobile
7442,760,2022-10-22,Redes Sociais,Mobile
7443,760,2024-06-01,Anúncio,Desktop
7444,760,2022-03-13,Anúncio,Mobile
7445,760,2023-08-18,Redes Sociais,Mobile
7446,760,2022-05-16,Anúncio,Mobile
7447,760,2024-06-24,Anúncio,Desktop
7448,760,2024-07-23,Anúncio,Mobile
7449,760,2023-01-22,Anúncio,Mobile
7450,761,2023-07-27,Email,Desktop
7451,761,2024-05-19,Orgânico,Desktop
7452,761,2023-07-01,Anúncio,Desktop
7453,761,2023-07-09,Email,Mobile
7454,762,2023-06-11,Orgânico,Desktop
7455,762,2023-09-16,Orgânico,Desktop
7456,763,2024-09-20,Redes Sociais,Desktop
7457,763,2022-06-19,Anúncio,Desktop
7458,763,2022-11-21,Anúncio,Mobile
7459,763,2022-09-17,Orgânico,Desktop
7460,763,2022-12-06,Anúncio,Desktop
7461,763,2023-06-16,Anúncio,Mobile
7462,763,2024-10-30,Anúncio,Desktop
7463,763,2023-09-09,Email,Desktop
7464,763,2022-12-10,Email,Mobile
7465,763,2022-02-15,Orgânico,Desktop
7466,763,2022-02-24,Anúncio,Mobile
7467,763,2024-05-05,Email,Desktop
7468,763,2022-04-21,Redes Sociais,Desktop
7469,763,2023-05-16,Email,Desktop
7470,763,2022-10-02,Anúncio,Mobile
7471,763,2024-12-22,Orgânico,Mobile
7472,763,2024-09-17,Orgânico,Desktop
7473,763,2022-07-13,Redes Sociais,Desktop
7474,763,2024-05-04,Redes Sociais,Desktop
7475,764,2024-08-25,Email,Desktop
7476,764,2022-05-29,Redes Sociais,Mobile
7477,764,2022-05-19,Orgânico,Desktop
7478,764,2022-10-19,Redes Sociais,Mobile
7479,764,2022-11-03,Orgânico,Mobile
7480,764,2024-06-16,Anúncio,Mobile
7481,764,2022-12-10,Email,Mobile
7482,764,2022-09-18,Anúncio,Desktop
7483,764,2022-06-18,Email,Desktop
7484,764,2023-08-05,Email,Desktop
7485,764,2023-01-30,Redes Sociais,Mobile
7486,764,2022-01-28,Redes Sociais,Mobile
7487,764,2023-09-24,Orgânico,Desktop
7488,765,2024-06-21,Anúncio,Mobile
7489,765,2024-03-17,Redes Sociais,Mobile
7490,765,2022-01-27,Email,Mobile
7491,765,2022-03-30,Redes Sociais,Mobile
7492,765,2022-05-02,Anúncio,Desktop
7493,765,2022-02-02,Redes Sociais,Desktop
7494,765,2024-06-06,Anúncio,Desktop
7495,765,2023-06-09,Email,Mobile
7496,765,2022-02-03,Redes Sociais,Mobile
7497,765,2024-11-08,Anúncio,Mobile
7498,765,2024-06-30,Email,Desktop
7499,765,2024-01-08,Orgânico,Mobile
7500,765,2023-08-13,Email,Mobile
7501,765,2024-11-24,Anúncio,Mobile
7502,765,2022-12-30,Anúncio,Desktop
7503,765,2022-08-15,Redes Sociais,Desktop
7504,766,2022-02-17,Email,Desktop
7505,766,2024-09-15,Anúncio,Mobile
7506,766,2024-05-04,Anúncio,Mobile
7507,766,2024-01-31,Anúncio,Desktop
7508,766,2023-08-11,Anúncio,Desktop
7509,766,2022-09-11,Anúncio,Desktop
7510,766,2024-01-10,Anúncio,Mobile
7511,766,2023-07-04,Redes Sociais,Desktop
7512,767,2024-03-31,Anúncio,Desktop
7513,767,2023-07-18,Orgânico,Desktop
7514,767,2024-05-29,Orgânico,Mobile
7515,767,2022-06-16,Email,Mobile
7516,767,2022-04-22,Email,Desktop
7517,767,2023-08-17,Anúncio,Desktop
7518,767,2023-05-22,Redes Sociais,Mobile
7519,767,2024-11-29,Redes Sociais,Desktop
7520,768,2023-05-12,Anúncio,Mobile
7521,768,2022-10-08,Redes Sociais,Desktop
7522,768,2024-01-31,Email,Mobile
7523,768,2023-12-29,Redes Sociais,Mobile
7524,769,2022-01-14,Email,Mobile
7525,769,2022-12-08,Anúncio,Mobile
7526,769,2023-11-09,Orgânico,Desktop
7527,769,2023-10-20,Orgânico,Desktop
7528,769,2022-04-22,Redes Sociais,Mobile
7529,769,2024-09-18,Orgânico,Desktop
7530,769,2023-06-14,Email,Mobile
7531,769,2024-08-30,Email,Desktop
7532,769,2024-10-11,Orgânico,Mobile
7533,769,2023-06-03,Redes Sociais,Desktop
7534,769,2023-09-21,Anúncio,Desktop
7535,769,2024-11-10,Email,Desktop
7536,769,2023-04-28,Anúncio,Mobile
7537,769,2022-11-05,Email,Desktop
7538,769,2022-07-22,Email,Desktop
7539,769,2022-05-22,Email,Desktop
7540,769,2023-09-07,Redes Sociais,Mobile
7541,769,2023-06-13,Orgânico,Desktop
7542,770,2023-11-19,Redes Sociais,Mobile
7543,770,2023-10-30,Orgânico,Mobile
7544,770,2023-12-02,Orgânico,Mobile
7545,770,2024-08-17,Email,Desktop
7546,770,2023-07-19,Redes Sociais,Desktop
7547,770,2022-03-13,Email,Desktop
7548,770,2022-03-28,Anúncio,Mobile
7549,770,2022-10-08,Redes Sociais,Mobile
7550,770,2024-01-19,Email,Mobile
7551,771,2023-03-26,Email,Desktop
7552,772,2022-05-01,Anúncio,Mobile
7553,772,2022-11-28,Email,Desktop
7554,772,2022-11-14,Redes Sociais,Desktop
7555,772,2023-11-24,Orgânico,Mobile
7556,772,2023-02-03,Redes Sociais,Desktop
7557,773,2024-06-14,Redes Sociais,Desktop
7558,773,2023-05-19,Anúncio,Mobile
7559,773,2022-03-07,Redes Sociais,Mobile
7560,773,2023-04-17,Redes Sociais,Desktop
7561,773,2022-12-09,Anúncio,Mobile
7562,773,2024-10-22,Redes Sociais,Desktop
7563,773,2023-11-18,Redes Sociais,Mobile
7564,773,2023-04-28,Orgânico,Mobile
7565,773,2024-11-21,Anúncio,Mobile
7566,773,2022-01-17,Anúncio,Desktop
7567,773,2022-03-22,Email,Desktop
7568,773,2024-10-28,Email,Mobile
7569,773,2023-11-10,Redes Sociais,Desktop
7570,773,2022-07-05,Email,Mobile
7571,773,2023-02-26,Email,Desktop
7572,773,2022-03-24,Redes Sociais,Mobile
7573,773,2022-11-21,Redes Sociais,Mobile
7574,773,2024-11-16,Orgânico,Desktop
7575,774,2024-03-03,Orgânico,Desktop
7576,774,2023-10-19,Redes Sociais,Desktop
7577,774,2022-04-27,Email,Desktop
7578,774,2024-12-19,Orgânico,Desktop
7579,774,2024-03-09,Orgânico,Mobile
7580,774,2022-03-10,Email,Desktop
7581,774,2022-08-09,Anúncio,Mobile
7582,774,2022-08-11,Orgânico,Desktop
7583,774,2022-07-30,Redes Sociais,Mobile
7584,774,2024-06-04,Anúncio,Desktop
7585,774,2023-06-02,Email,Mobile
7586,774,2024-03-08,Orgânico,Mobile
7587,774,2023-06-24,Orgânico,Mobile
7588,774,2022-02-22,Email,Desktop
7589,774,2022-11-04,Anúncio,Mobile
7590,774,2024-06-16,Orgânico,Desktop
7591,775,2023-04-06,Redes Sociais,Desktop
7592,775,2023-01-30,Orgânico,Desktop
7593,775,2024-10-28,Redes Sociais,Mobile
7594,775,2022-09-20,Email,Mobile
7595,776,2023-06-14,Orgânico,Mobile
7596,776,2023-04-30,Email,Desktop
7597,776,2022-11-11,Anúncio,Mobile
7598,777,2022-03-24,Orgânico,Desktop
7599,777,2022-06-27,Anúncio,Mobile
7600,777,2024-02-04,Redes Sociais,Mobile
7601,777,2024-06-21,Redes Sociais,Mobile
7602,777,2022-06-18,Redes Sociais,Mobile
7603,777,2023-08-01,Redes Sociais,Desktop
7604,777,2024-02-19,Anúncio,Desktop
7605,777,2022-09-01,Redes Sociais,Desktop
7606,777,2024-11-17,Redes Sociais,Desktop
7607,777,2022-11-29,Orgânico,Mobile
7608,777,2023-07-17,Anúncio,Desktop
7609,777,2023-10-03,Orgânico,Mobile
7610,777,2022-04-17,Email,Desktop
7611,777,2023-09-07,Redes Sociais,Mobile
7612,778,2022-01-06,Redes Sociais,Mobile
7613,778,2022-03-07,Email,Mobile
7614,778,2024-07-22,Anúncio,Mobile
7615,778,2022-11-27,Email,Mobile
7616,778,2023-06-14,Redes Sociais,Mobile
7617,778,2022-08-31,Redes Sociais,Desktop
7618,778,2024-11-06,Anúncio,Mobile
7619,778,2024-05-31,Redes Sociais,Desktop
7620,778,2024-10-11,Redes Sociais,Mobile
7621,778,2024-04-10,Anúncio,Mobile
7622,778,2023-02-24,Anúncio,Mobile
7623,778,2022-01-14,Orgânico,Desktop
7624,778,2022-10-22,Email,Desktop
7625,778,2023-03-21,Anúncio,Mobile
7626,778,2023-02-16,Redes Sociais,Desktop
7627,778,2022-11-17,Redes Sociais,Mobile
7628,779,2024-06-23,Email,Mobile
7629,779,2023-08-09,Anúncio,Mobile
7630,779,2024-10-04,Orgânico,Desktop
7631,779,2022-03-24,Email,Desktop
7632,779,2024-08-14,Redes Sociais,Mobile
7633,779,2022-08-29,Orgânico,Desktop
7634,779,2024-06-14,Redes Sociais,Desktop
7635,779,2024-01-26,Email,Mobile
7636,779,2023-08-24,Anúncio,Mobile
7637,779,2023-08-22,Anúncio,Mobile
7638,779,2024-10-08,Email,Mobile
7639,779,2024-06-12,Orgânico,Mobile
7640,779,2023-12-28,Orgânico,Mobile
7641,779,2023-06-02,Redes Sociais,Desktop
7642,779,2023-05-17,Anúncio,Mobile
7643,779,2024-03-24,Anúncio,Desktop
7644,779,2024-06-01,Redes Sociais,Desktop
7645,779,2023-03-08,Redes Sociais,Desktop
7646,780,2024-08-05,Orgânico,Desktop
7647,780,2024-07-23,Orgânico,Desktop
7648,780,2022-03-07,Email,Mobile
7649,780,2022-03-24,Redes Sociais,Mobile
7650,781,2024-02-24,Redes Sociais,Mobile
7651,781,2023-10-14,Orgânico,Desktop
7652,781,2023-06-07,Orgânico,Mobile
7653,781,2022-07-24,Anúncio,Desktop
7654,781,2022-11-15,Redes Sociais,Desktop
7655,781,2024-06-20,Email,Mobile
7656,781,2024-02-17,Redes Sociais,Mobile
7657,781,2023-06-22,Redes Sociais,Mobile
7658,781,2023-01-27,Orgânico,Desktop
7659,782,2022-08-30,Redes Sociais,Mobile
7660,782,2022-08-31,Email,Desktop
7661,782,2023-11-15,Email,Desktop
7662,782,2023-09-09,Email,Desktop
7663,783,2024-10-08,Anúncio,Desktop
7664,783,2023-02-17,Orgânico,Desktop
7665,783,2023-07-02,Email,Mobile
7666,783,2024-10-12,Orgânico,Desktop
7667,783,2022-05-21,Email,Mobile
7668,783,2022-02-20,Redes Sociais,Mobile
7669,783,2024-07-17,Orgânico,Mobile
7670,783,2023-10-24,Orgânico,Mobile
7671,783,2023-01-01,Email,Mobile
7672,783,2024-09-24,Email,Desktop
7673,783,2022-09-15,Email,Mobile
7674,783,2022-09-26,Redes Sociais,Desktop
7675,783,2024-10-15,Anúncio,Mobile
7676,783,2022-05-25,Anúncio,Mobile
7677,783,2023-11-22,Email,Desktop
7678,784,2024-09-20,Redes Sociais,Desktop
7679,785,2023-03-16,Redes Sociais,Mobile
7680,785,2024-05-21,Redes Sociais,Mobile
7681,785,2022-02-03,Orgânico,Mobile
7682,785,2024-09-11,Email,Mobile
7683,785,2023-04-07,Orgânico,Desktop
7684,785,2023-02-19,Redes Sociais,Desktop
7685,785,2022-07-09,Anúncio,Desktop
7686,785,2023-01-27,Anúncio,Mobile
7687,785,2022-06-17,Redes Sociais,Desktop
7688,785,2023-10-26,Anúncio,Desktop
7689,785,2023-01-16,Orgânico,Mobile
7690,785,2024-06-16,Email,Desktop
7691,785,2022-03-03,Redes Sociais,Desktop
7692,785,2024-05-11,Anúncio,Desktop
7693,786,2022-11-06,Anúncio,Desktop
7694,787,2024-10-20,Orgânico,Mobile
7695,787,2022-11-02,Orgânico,Desktop
7696,787,2024-05-22,Orgânico,Mobile
7697,787,2024-10-27,Orgânico,Mobile
7698,787,2023-08-11,Anúncio,Mobile
7699,787,2024-08-12,Orgânico,Desktop
7700,787,2024-01-05,Orgânico,Desktop
7701,787,2023-06-27,Redes Sociais,Mobile
7702,787,2023-08-07,Redes Sociais,Mobile
7703,787,2023-06-12,Redes Sociais,Desktop
7704,787,2024-04-03,Email,Desktop
7705,787,2022-03-19,Email,Desktop
7706,787,2023-07-03,Email,Desktop
7707,787,2023-12-02,Redes Sociais,Desktop
7708,788,2024-04-13,Anúncio,Desktop
7709,788,2023-05-17,Redes Sociais,Desktop
7710,788,2023-01-22,Email,Desktop
7711,788,2022-11-24,Email,Mobile
7712,788,2023-04-06,Redes Sociais,Mobile
7713,788,2023-05-09,Orgânico,Mobile
7714,788,2022-07-18,Redes Sociais,Desktop
7715,788,2024-04-26,Redes Sociais,Desktop
7716,788,2023-06-10,Orgânico,Desktop
7717,788,2023-04-22,Redes Sociais,Desktop
7718,788,2023-06-08,Anúncio,Desktop
7719,789,2024-05-09,Anúncio,Desktop
7720,789,2024-11-24,Redes Sociais,Desktop
7721,789,2024-11-02,Email,Desktop
7722,789,2022-09-03,Redes Sociais,Mobile
7723,790,2024-10-08,Anúncio,Mobile
7724,790,2024-09-06,Anúncio,Desktop
7725,790,2022-05-06,Orgânico,Mobile
7726,790,2022-10-08,Anúncio,Desktop
7727,790,2024-06-21,Redes Sociais,Mobile
7728,790,2023-01-27,Redes Sociais,Desktop
7729,790,2022-08-04,Anúncio,Desktop
7730,790,2022-04-26,Orgânico,Desktop
7731,790,2022-09-28,Email,Mobile
7732,790,2024-11-28,Email,Desktop
7733,790,2024-12-02,Anúncio,Desktop
7734,790,2022-06-18,Redes Sociais,Desktop
7735,790,2023-10-24,Orgânico,Mobile
7736,790,2023-07-29,Orgânico,Mobile
7737,790,2023-04-20,Orgânico,Mobile
7738,790,2024-12-19,Orgânico,Mobile
7739,790,2023-06-15,Redes Sociais,Mobile
7740,790,2024-05-18,Anúncio,Desktop
7741,791,2023-04-18,Orgânico,Desktop
7742,792,2024-10-09,Orgânico,Mobile
7743,792,2022-12-25,Redes Sociais,Mobile
7744,792,2024-01-26,Email,Mobile
7745,792,2023-05-13,Email,Mobile
7746,793,2024-08-27,Redes Sociais,Mobile
7747,793,2022-08-22,Orgânico,Mobile
7748,793,2022-06-02,Email,Desktop
7749,793,2023-07-01,Orgânico,Mobile
7750,793,2022-07-08,Email,Mobile
7751,793,2023-01-30,Anúncio,Mobile
7752,793,2023-08-17,Anúncio,Desktop
7753,793,2022-08-20,Anúncio,Desktop
7754,793,2022-08-25,Orgânico,Mobile
7755,793,2023-01-14,Anúncio,Mobile
7756,793,2023-03-26,Orgânico,Mobile
7757,793,2024-03-23,Redes Sociais,Desktop
7758,793,2022-10-06,Anúncio,Mobile
7759,793,2023-12-19,Anúncio,Desktop
7760,794,2024-05-20,Redes Sociais,Mobile
7761,794,2023-03-14,Email,Mobile
7762,794,2024-06-22,Redes Sociais,Desktop
7763,794,2024-11-11,Email,Mobile
7764,794,2022-05-15,Email,Desktop
7765,794,2022-11-29,Anúncio,Desktop
7766,794,2022-12-23,Redes Sociais,Mobile
7767,794,2023-02-05,Email,Desktop
7768,794,2024-09-16,Orgânico,Desktop
7769,794,2024-11-23,Anúncio,Desktop
7770,794,2024-08-03,Anúncio,Mobile
7771,795,2023-07-25,Redes Sociais,Desktop
7772,795,2023-05-01,Email,Mobile
7773,795,2023-12-12,Email,Desktop
7774,795,2023-10-27,Orgânico,Mobile
7775,795,2024-04-30,Email,Desktop
7776,795,2023-11-05,Redes Sociais,Mobile
7777,795,2022-12-28,Email,Desktop
7778,795,2022-09-04,Redes Sociais,Desktop
7779,795,2023-06-19,Anúncio,Desktop
7780,795,2023-03-20,Email,Mobile
7781,795,2023-08-05,Redes Sociais,Desktop
7782,795,2023-07-02,Email,Desktop
7783,795,2023-04-10,Anúncio,Desktop
7784,795,2024-04-30,Orgânico,Desktop
7785,796,2023-02-11,Anúncio,Mobile
7786,796,2022-10-13,Redes Sociais,Desktop
7787,796,2023-01-19,Redes Sociais,Desktop
7788,796,2024-06-04,Email,Mobile
7789,796,2024-08-21,Redes Sociais,Desktop
7790,796,2022-12-11,Email,Desktop
7791,796,2022-01-22,Redes Sociais,Desktop
7792,796,2024-09-07,Orgânico,Mobile
7793,796,2023-08-07,Orgânico,Mobile
7794,796,2023-01-18,Anúncio,Mobile
7795,796,2023-01-27,Orgânico,Mobile
7796,796,2023-06-24,Email,Desktop
7797,796,2024-06-02,Email,Mobile
7798,796,2023-01-07,Email,Mobile
7799,796,2022-02-06,Orgânico,Desktop
7800,796,2023-11-22,Email,Mobile
7801,796,2022-04-11,Redes Sociais,Desktop
7802,797,2022-03-31,Anúncio,Mobile
7803,797,2022-04-05,Redes Sociais,Desktop
7804,797,2023-09-24,Anúncio,Mobile
7805,797,2023-01-01,Orgânico,Mobile
7806,797,2022-11-21,Anúncio,Mobile
7807,797,2024-09-22,Redes Sociais,Desktop
7808,797,2022-03-18,Anúncio,Desktop
7809,797,2023-08-09,Email,Desktop
7810,797,2022-09-28,Orgânico,Mobile
7811,797,2023-04-14,Email,Mobile
7812,797,2023-12-20,Email,Desktop
7813,797,2023-08-28,Orgânico,Desktop
7814,797,2022-06-26,Anúncio,Mobile
7815,797,2023-09-29,Redes Sociais,Desktop
7816,797,2022-03-01,Redes Sociais,Mobile
7817,797,2023-10-23,Anúncio,Desktop
7818,797,2022-09-02,Email,Desktop
7819,797,2022-03-26,Redes Sociais,Mobile
7820,798,2023-06-20,Redes Sociais,Mobile
7821,798,2023-07-03,Anúncio,Mobile
7822,799,2023-06-08,Anúncio,Mobile
7823,799,2024-09-29,Email,Mobile
7824,799,2024-08-06,Anúncio,Mobile
7825,799,2024-05-01,Email,Desktop
7826,799,2024-11-24,Orgânico,Mobile
7827,799,2023-05-03,Redes Sociais,Desktop
7828,799,2023-05-02,Orgânico,Desktop
7829,799,2024-01-26,Anúncio,Desktop
